BatchID,ProductID,Category,Status,QtyPurchased,QtySold,QtyWasted,WastedPct,CloseDate,Revenue_CLP,Revenue_USD,BatchCost_CLP,GrossProfit_CLP,GrossProfit_USD,ProductID_purchase,UnitCost_CLP,Quantity,PurchaseDate,Unit,WasteCost_CLP,ClosureScope,PurchaseCohort
B01606,P031,Seasonings,Partial Loss,57,56.94,0.06,0.1,2025-11-18,85410,91.35,59850,25560,27.34,P031,1050,57,2024-05-27,bag 100g,63.0,After cutoff,2024-05
B01607,P031,Seasonings,Sold Out,47,47.0,0.0,0.0,2024-10-10,70500,75.4,49350,21150,22.62,P031,1050,47,2024-08-07,bag 100g,0.0,Closed by cutoff,2024-08
B01608,P031,Seasonings,Sold Out,44,44.0,0.0,0.0,2024-11-04,66000,70.59,46200,19800,21.18,P031,1050,44,2024-10-06,bag 100g,0.0,Closed by cutoff,2024-10
B01609,P031,Seasonings,Sold Out,56,56.0,0.0,0.0,2025-01-28,84000,89.84,58800,25200,26.95,P031,1050,56,2024-11-30,bag 100g,0.0,Closed by cutoff,2024-11
B01610,P031,Seasonings,Sold Out,52,52.0,0.0,0.0,2025-04-21,78000,83.42,54600,23400,25.03,P031,1050,52,2025-02-08,bag 100g,0.0,Closed by cutoff,2025-02
B01611,P031,Seasonings,Partial Loss,50,49.45,0.55,1.1,2026-10-10,74175,79.33,52500,21675,23.18,P031,1050,50,2025-04-18,bag 100g,577.5,After cutoff,2025-04
B01612,P031,Seasonings,Sold Out,51,51.0,0.0,0.0,2025-07-15,76500,81.82,53550,22950,24.55,P031,1050,51,2025-06-07,bag 100g,0.0,After cutoff,2025-06
B01613,P032,Seasonings,Sold Out,55,55.0,0.0,0.0,2023-10-02,55000,58.82,38500,16500,17.65,P032,700,55,2023-08-13,bag 50g,0.0,Closed by cutoff,2023-08
B01614,P032,Seasonings,Sold Out,49,49.0,0.0,0.0,2023-12-11,49000,52.41,34300,14700,15.72,P032,700,49,2023-10-14,bag 50g,0.0,Closed by cutoff,2023-10
B01615,P032,Seasonings,Sold Out,51,51.0,0.0,0.0,2024-01-21,51000,54.55,35700,15300,16.36,P032,700,51,2023-11-24,bag 50g,0.0,Closed by cutoff,2023-11
B01616,P032,Seasonings,Sold Out,52,52.0,0.0,0.0,2024-03-07,52000,55.61,36400,15600,16.68,P032,700,52,2024-02-05,bag 50g,0.0,Closed by cutoff,2024-02
B01617,P032,Seasonings,Partial Loss,54,53.08,0.92,1.7,2025-10-04,53080,56.77,37800,15280,16.34,P032,700,54,2024-04-12,bag 50g,644.0,After cutoff,2024-04
B01618,P032,Seasonings,Partial Loss,51,50.18,0.82,1.6,2025-12-12,50180,53.67,35700,14480,15.49,P032,700,51,2024-06-20,bag 50g,574.0,After cutoff,2024-06
B01619,P032,Seasonings,Sold Out,44,44.0,0.0,0.0,2024-10-23,44000,47.06,30800,13200,14.12,P032,700,44,2024-08-15,bag 50g,0.0,Closed by cutoff,2024-08
B01620,P032,Seasonings,Sold Out,57,57.0,0.0,0.0,2024-12-21,57000,60.96,39900,17100,18.29,P032,700,57,2024-10-15,bag 50g,0.0,Closed by cutoff,2024-10
B01621,P032,Seasonings,Partial Loss,59,58.47,0.53,0.9,2026-05-25,58470,62.53,41300,17170,18.36,P032,700,59,2024-12-01,bag 50g,371.0,After cutoff,2024-12
B01622,P032,Seasonings,Sold Out,56,56.0,0.0,0.0,2025-03-19,56000,59.89,39200,16800,17.97,P032,700,56,2025-01-25,bag 50g,0.0,Closed by cutoff,2025-01
B01623,P032,Seasonings,Sold Out,52,52.0,0.0,0.0,2025-05-14,52000,55.61,36400,15600,16.68,P032,700,52,2025-04-01,bag 50g,0.0,Closed by cutoff,2025-04
B01624,P032,Seasonings,Sold Out,48,48.0,0.0,0.0,2025-06-21,48000,51.34,33600,14400,15.4,P032,700,48,2025-05-20,bag 50g,0.0,Closed by cutoff,2025-05
B01625,P033,Seasonings,Sold Out,44,44.0,0.0,0.0,2023-08-27,88000,94.12,63800,24200,25.88,P033,1450,44,2023-07-14,bag 100g,0.0,Closed by cutoff,2023-07
B01626,P033,Seasonings,Sold Out,58,58.0,0.0,0.0,2023-10-30,116000,124.06,84100,31900,34.12,P033,1450,58,2023-09-09,bag 100g,0.0,Closed by cutoff,2023-09
B01627,P033,Seasonings,Sold Out,44,44.0,0.0,0.0,2024-01-06,88000,94.12,63800,24200,25.88,P033,1450,44,2023-11-13,bag 100g,0.0,Closed by cutoff,2023-11
B01628,P033,Seasonings,Sold Out,57,57.0,0.0,0.0,2024-02-28,114000,121.93,82650,31350,33.53,P033,1450,57,2024-01-21,bag 100g,0.0,Closed by cutoff,2024-01
B01629,P033,Seasonings,Partial Loss,53,52.31,0.69,1.3,2025-09-05,104620,111.89,76850,27770,29.7,P033,1450,53,2024-03-14,bag 100g,1000.4999999999999,After cutoff,2024-03
B01630,P033,Seasonings,Sold Out,44,44.0,0.0,0.0,2024-07-05,88000,94.12,59400,28600,30.59,P033,1350,44,2024-05-27,bag 100g,0.0,Closed by cutoff,2024-05
B01631,P033,Seasonings,Sold Out,54,54.0,0.0,0.0,2024-09-17,108000,115.51,78300,29700,31.76,P033,1450,54,2024-07-29,bag 100g,0.0,Closed by cutoff,2024-07
B01632,P033,Seasonings,Sold Out,59,59.0,0.0,0.0,2024-11-10,118000,126.2,85550,32450,34.71,P033,1450,59,2024-09-22,bag 100g,0.0,Closed by cutoff,2024-09
B01633,P033,Seasonings,Sold Out,52,52.0,0.0,0.0,2024-12-08,104000,111.23,75400,28600,30.59,P033,1450,52,2024-11-12,bag 100g,0.0,Closed by cutoff,2024-11
B01634,P033,Seasonings,Sold Out,53,53.0,0.0,0.0,2025-03-17,106000,113.37,71550,34450,36.84,P033,1350,53,2025-01-18,bag 100g,0.0,Closed by cutoff,2025-01
B01635,P033,Seasonings,Sold Out,46,46.0,0.0,0.0,2025-05-27,92000,98.4,66700,25300,27.06,P033,1450,46,2025-03-22,bag 100g,0.0,Closed by cutoff,2025-03
B01636,P033,Seasonings,Partial Loss,55,54.28,0.71,1.3,2026-10-30,108560,116.11,79750,28810,30.81,P033,1450,55,2025-05-08,bag 100g,1029.5,After cutoff,2025-05
B01637,P034,Seasonings,Partial Loss,43,42.61,0.39,0.9,2024-12-23,42610,45.57,27950,14660,15.68,P034,650,43,2023-07-02,bag 50g,253.5,Closed by cutoff,2023-07
B01638,P034,Seasonings,Partial Loss,47,46.77,0.24,0.5,2025-02-18,46770,50.02,30550,16220,17.35,P034,650,47,2023-08-28,bag 50g,156.0,Closed by cutoff,2023-08
B01639,P034,Seasonings,Partial Loss,43,42.4,0.6,1.4,2025-04-03,42400,45.35,27950,14450,15.45,P034,650,43,2023-10-11,bag 50g,390.0,Closed by cutoff,2023-10
B01640,P034,Seasonings,Sold Out,73,73.0,0.0,0.0,2024-01-10,73000,78.07,47450,25550,27.33,P034,650,73,2023-12-04,bag 50g,0.0,Closed by cutoff,2023-12
B01641,P034,Seasonings,Sold Out,57,57.0,0.0,0.0,2024-04-04,57000,60.96,37050,19950,21.34,P034,650,57,2024-02-01,bag 50g,0.0,Closed by cutoff,2024-02
B01642,P034,Seasonings,Sold Out,51,51.0,0.0,0.0,2024-05-11,51000,54.55,33150,17850,19.09,P034,650,51,2024-03-19,bag 50g,0.0,Closed by cutoff,2024-03
B01643,P034,Seasonings,Sold Out,50,50.0,0.0,0.0,2024-06-16,50000,53.48,32500,17500,18.72,P034,650,50,2024-05-29,bag 50g,0.0,Closed by cutoff,2024-05
B01644,P034,Seasonings,Partial Loss,57,56.14,0.85,1.5,2026-01-14,56140,60.04,37050,19090,20.42,P034,650,57,2024-07-23,bag 50g,552.5,After cutoff,2024-07
B01645,P034,Seasonings,Partial Loss,66,65.34,0.66,1.0,2026-03-15,65340,69.88,42900,22440,24.0,P034,650,66,2024-09-21,bag 50g,429.0,After cutoff,2024-09
B01646,P034,Seasonings,Partial Loss,57,56.14,0.85,1.5,2026-05-06,56140,60.04,37050,19090,20.42,P034,650,57,2024-11-12,bag 50g,552.5,After cutoff,2024-11
B01647,P034,Seasonings,Partial Loss,58,57.25,0.75,1.3,2026-06-16,57250,61.23,37700,19550,20.91,P034,650,58,2024-12-23,bag 50g,487.5,After cutoff,2024-12
B01648,P034,Seasonings,Sold Out,49,49.0,0.0,0.0,2025-05-07,49000,52.41,31850,17150,18.34,P034,650,49,2025-02-16,bag 50g,0.0,Closed by cutoff,2025-02
B01649,P034,Seasonings,Sold Out,50,50.0,0.0,0.0,2025-05-10,50000,53.48,32500,17500,18.72,P034,650,50,2025-04-12,bag 50g,0.0,Closed by cutoff,2025-04
B01650,P034,Seasonings,Sold Out,51,51.0,0.0,0.0,2025-07-02,51000,54.55,33150,17850,19.09,P034,650,51,2025-06-19,bag 50g,0.0,After cutoff,2025-06
B01651,P035,Seasonings,Partial Loss,50,49.35,0.65,1.3,2025-01-28,74025,79.17,52500,21525,23.02,P035,1050,50,2023-08-07,bag 100g,682.5,Closed by cutoff,2023-08
B01652,P035,Seasonings,Sold Out,54,54.0,0.0,0.0,2023-12-26,81000,86.63,56700,24300,25.99,P035,1050,54,2023-10-08,bag 100g,0.0,Closed by cutoff,2023-10
B01653,P035,Seasonings,Sold Out,67,67.0,0.0,0.0,2024-01-28,100500,107.49,70350,30150,32.25,P035,1050,67,2023-12-15,bag 100g,0.0,Closed by cutoff,2023-12
B01654,P035,Seasonings,Partial Loss,48,47.47,0.53,1.1,2025-08-09,71205,76.16,50400,20805,22.25,P035,1050,48,2024-02-16,bag 100g,556.5,After cutoff,2024-02
B01655,P035,Seasonings,Partial Loss,45,44.69,0.32,0.7,2025-10-14,67035,71.7,47250,19785,21.16,P035,1050,45,2024-04-22,bag 100g,336.0,After cutoff,2024-04
B01656,P035,Seasonings,Sold Out,54,54.0,0.0,0.0,2024-07-28,81000,86.63,56700,24300,25.99,P035,1050,54,2024-06-27,bag 100g,0.0,Closed by cutoff,2024-06
B01657,P035,Seasonings,Partial Loss,43,42.4,0.6,1.4,2026-02-13,63600,68.02,45150,18450,19.73,P035,1050,43,2024-08-22,bag 100g,630.0,After cutoff,2024-08
B01658,P035,Seasonings,Sold Out,45,45.0,0.0,0.0,2024-12-07,67500,72.19,47250,20250,21.66,P035,1050,45,2024-10-03,bag 100g,0.0,Closed by cutoff,2024-10
B01659,P035,Seasonings,Partial Loss,52,51.43,0.57,1.1,2026-05-16,77145,82.51,54600,22545,24.11,P035,1050,52,2024-11-22,bag 100g,598.5,After cutoff,2024-11
B01660,P035,Seasonings,Sold Out,58,58.0,0.0,0.0,2025-02-27,87000,93.05,60900,26100,27.91,P035,1050,58,2025-01-20,bag 100g,0.0,Closed by cutoff,2025-01
B01661,P035,Seasonings,Sold Out,52,52.0,0.0,0.0,2025-05-22,78000,83.42,54600,23400,25.03,P035,1050,52,2025-03-24,bag 100g,0.0,Closed by cutoff,2025-03
B01662,P035,Seasonings,Partial Loss,52,51.01,0.99,1.9,2026-11-14,76515,81.83,54600,21915,23.44,P035,1050,52,2025-05-23,bag 100g,1039.5,After cutoff,2025-05
B01663,P036,Seasonings,Partial Loss,51,50.59,0.41,0.8,2025-01-24,75885,81.16,53550,22335,23.89,P036,1050,51,2023-08-03,bag 100g,430.5,Closed by cutoff,2023-08
B01664,P036,Seasonings,Sold Out,54,54.0,0.0,0.0,2023-10-30,81000,86.63,56700,24300,25.99,P036,1050,54,2023-09-27,bag 100g,0.0,Closed by cutoff,2023-09
B01665,P036,Seasonings,Sold Out,51,51.0,0.0,0.0,2024-01-09,76500,81.82,53550,22950,24.55,P036,1050,51,2023-11-21,bag 100g,0.0,Closed by cutoff,2023-11
B01666,P036,Seasonings,Sold Out,56,56.0,0.0,0.0,2024-02-28,84000,89.84,58800,25200,26.95,P036,1050,56,2024-02-06,bag 100g,0.0,Closed by cutoff,2024-02
B01667,P036,Seasonings,Partial Loss,48,47.28,0.72,1.5,2025-09-24,70920,75.85,50400,20520,21.95,P036,1050,48,2024-04-02,bag 100g,756.0,After cutoff,2024-04
B01668,P036,Seasonings,Sold Out,52,52.0,0.0,0.0,2024-07-07,78000,83.42,54600,23400,25.03,P036,1050,52,2024-05-18,bag 100g,0.0,Closed by cutoff,2024-05
B01669,P036,Seasonings,Sold Out,46,46.0,0.0,0.0,2024-08-26,69000,73.8,48300,20700,22.14,P036,1050,46,2024-07-14,bag 100g,0.0,Closed by cutoff,2024-07
B01670,P036,Seasonings,Partial Loss,44,43.34,0.66,1.5,2026-02-22,65010,69.53,46200,18810,20.12,P036,1050,44,2024-08-31,bag 100g,693.0,After cutoff,2024-08
B01671,P036,Seasonings,Sold Out,46,46.0,0.0,0.0,2024-12-25,69000,73.8,48300,20700,22.14,P036,1050,46,2024-11-02,bag 100g,0.0,Closed by cutoff,2024-11
B01672,P036,Seasonings,Partial Loss,56,55.1,0.9,1.6,2026-06-27,82650,88.4,58800,23850,25.51,P036,1050,56,2025-01-03,bag 100g,945.0,After cutoff,2025-01
B01673,P036,Seasonings,Partial Loss,46,45.49,0.51,1.1,2026-08-21,68235,72.98,48300,19935,21.32,P036,1050,46,2025-02-27,bag 100g,535.5,After cutoff,2025-02
B01674,P036,Seasonings,Partial Loss,56,55.44,0.56,1.0,2026-10-13,83160,88.94,58800,24360,26.05,P036,1050,56,2025-04-21,bag 100g,588.0,After cutoff,2025-04
B01675,P037,Seasonings,Partial Loss,46,45.72,0.28,0.6,2025-01-25,68580,73.35,46000,22580,24.15,P037,1000,46,2023-08-04,bag 100g,280.0,Closed by cutoff,2023-08
B01676,P037,Seasonings,Partial Loss,58,57.48,0.52,0.9,2025-03-21,86220,92.21,58000,28220,30.18,P037,1000,58,2023-09-28,bag 100g,520.0,Closed by cutoff,2023-09
B01677,P037,Seasonings,Sold Out,53,53.0,0.0,0.0,2025-04-30,79500,85.03,53000,26500,28.34,P037,1000,53,2023-11-07,bag 100g,0.0,Closed by cutoff,2023-11
B01678,P037,Seasonings,Partial Loss,43,42.35,0.65,1.5,2025-06-28,63525,67.94,43000,20525,21.95,P037,1000,43,2024-01-05,bag 100g,650.0,Closed by cutoff,2024-01
B01679,P037,Seasonings,Sold Out,49,49.0,0.0,0.0,2024-04-23,73500,78.61,49000,24500,26.2,P037,1000,49,2024-03-12,bag 100g,0.0,Closed by cutoff,2024-03
B01680,P037,Seasonings,Sold Out,47,47.0,0.0,0.0,2024-06-28,70500,75.4,47000,23500,25.13,P037,1000,47,2024-06-01,bag 100g,0.0,Closed by cutoff,2024-06
B01681,P037,Seasonings,Sold Out,45,45.0,0.0,0.0,2024-09-12,67500,72.19,45000,22500,24.06,P037,1000,45,2024-08-02,bag 100g,0.0,Closed by cutoff,2024-08
B01682,P037,Seasonings,Sold Out,64,64.0,0.0,0.0,2024-11-15,96000,102.67,64000,32000,34.22,P037,1000,64,2024-09-28,bag 100g,0.0,Closed by cutoff,2024-09
B01683,P037,Seasonings,Sold Out,70,70.0,0.0,0.0,2025-01-18,105000,112.3,70000,35000,37.43,P037,1000,70,2024-12-15,bag 100g,0.0,Closed by cutoff,2024-12
B01684,P037,Seasonings,Sold Out,49,49.0,0.0,0.0,2025-03-27,73500,78.61,49000,24500,26.2,P037,1000,49,2025-02-04,bag 100g,0.0,Closed by cutoff,2025-02
B01685,P037,Seasonings,Sold Out,48,48.0,0.0,0.0,2025-05-26,72000,77.01,48000,24000,25.67,P037,1000,48,2025-04-06,bag 100g,0.0,Closed by cutoff,2025-04
B01686,P037,Seasonings,Sold Out,58,58.0,0.0,0.0,2025-07-28,87000,93.05,58000,29000,31.02,P037,1000,58,2025-06-03,bag 100g,0.0,After cutoff,2025-06
B01687,P038,Seasonings,Sold Out,73,73.0,0.0,0.0,2023-08-14,109500,117.11,76650,32850,35.13,P038,1050,73,2023-07-18,bag 100g,0.0,Closed by cutoff,2023-07
B01688,P038,Seasonings,Sold Out,96,96.0,0.0,0.0,2023-10-18,144000,154.01,100800,43200,46.2,P038,1050,96,2023-09-07,bag 100g,0.0,Closed by cutoff,2023-09
B01689,P038,Seasonings,Partial Loss,27,26.54,0.46,1.7,2025-04-15,39810,42.58,28350,11460,12.26,P038,1050,27,2023-10-23,bag 100g,483.0,Closed by cutoff,2023-10
B01690,P038,Seasonings,Sold Out,43,43.0,0.0,0.0,2024-01-01,64500,68.98,45150,19350,20.7,P038,1050,43,2023-12-02,bag 100g,0.0,Closed by cutoff,2023-12
B01691,P038,Seasonings,Partial Loss,27,26.65,0.35,1.3,2025-07-24,39975,42.75,28350,11625,12.43,P038,1050,27,2024-01-31,bag 100g,367.5,After cutoff,2024-01
B01692,P038,Seasonings,Partial Loss,32,31.26,0.74,2.3,2025-09-18,46890,50.15,33600,13290,14.21,P038,1050,32,2024-03-27,bag 100g,777.0,After cutoff,2024-03
B01693,P038,Seasonings,Sold Out,78,78.0,0.0,0.0,2024-07-05,117000,125.13,81900,35100,37.54,P038,1050,78,2024-05-09,bag 100g,0.0,Closed by cutoff,2024-05
B01694,P038,Seasonings,Partial Loss,68,67.18,0.82,1.2,2025-12-29,100770,107.78,71400,29370,31.41,P038,1050,68,2024-07-07,bag 100g,861.0,After cutoff,2024-07
B01695,P038,Seasonings,Sold Out,98,98.0,0.0,0.0,2024-11-14,147000,157.22,102900,44100,47.17,P038,1050,98,2024-09-22,bag 100g,0.0,Closed by cutoff,2024-09
B01696,P038,Seasonings,Sold Out,42,42.0,0.0,0.0,2025-02-09,63000,67.38,44100,18900,20.21,P038,1050,42,2024-12-07,bag 100g,0.0,Closed by cutoff,2024-12
B01697,P038,Seasonings,Partial Loss,36,35.71,0.29,0.8,2026-07-28,53565,57.29,37800,15765,16.86,P038,1050,36,2025-02-03,bag 100g,304.5,After cutoff,2025-02
B01698,P038,Seasonings,Partial Loss,82,81.75,0.25,0.3,2026-10-05,122625,131.15,86100,36525,39.06,P038,1050,82,2025-04-13,bag 100g,262.5,After cutoff,2025-04
B01699,P038,Seasonings,Sold Out,82,82.0,0.0,0.0,2025-08-31,123000,131.55,86100,36900,39.47,P038,1050,82,2025-06-20,bag 100g,0.0,After cutoff,2025-06
B01700,P039,Seasonings,Sold Out,45,45.0,0.0,0.0,2023-09-17,67500,72.19,47250,20250,21.66,P039,1050,45,2023-08-15,bag 100g,0.0,Closed by cutoff,2023-08
B01701,P039,Seasonings,Sold Out,49,49.0,0.0,0.0,2023-12-27,73500,78.61,51450,22050,23.58,P039,1050,49,2023-10-22,bag 100g,0.0,Closed by cutoff,2023-10
B01702,P039,Seasonings,Sold Out,63,63.0,0.0,0.0,2024-01-14,94500,101.07,66150,28350,30.32,P039,1050,63,2023-12-11,bag 100g,0.0,Closed by cutoff,2023-12
B01703,P039,Seasonings,Sold Out,55,55.0,0.0,0.0,2024-04-28,82500,88.24,57750,24750,26.47,P039,1050,55,2024-02-06,bag 100g,0.0,Closed by cutoff,2024-02
B01704,P039,Seasonings,Sold Out,57,57.0,0.0,0.0,2024-06-20,85500,91.44,59850,25650,27.43,P039,1050,57,2024-04-19,bag 100g,0.0,Closed by cutoff,2024-04
B01705,P039,Seasonings,Partial Loss,56,55.33,0.67,1.2,2025-11-19,82995,88.76,58800,24195,25.88,P039,1050,56,2024-05-28,bag 100g,703.5,After cutoff,2024-05
B01706,P039,Seasonings,Partial Loss,45,44.73,0.27,0.6,2026-01-18,67095,71.76,47250,19845,21.22,P039,1050,45,2024-07-27,bag 100g,283.5,After cutoff,2024-07
B01707,P039,Seasonings,Partial Loss,65,64.28,0.71,1.1,2026-03-19,96420,103.12,68250,28170,30.13,P039,1050,65,2024-09-25,bag 100g,745.5,After cutoff,2024-09
B01708,P039,Seasonings,Sold Out,43,43.0,0.0,0.0,2025-01-09,64500,68.98,45150,19350,20.7,P039,1050,43,2024-11-23,bag 100g,0.0,Closed by cutoff,2024-11
B01709,P039,Seasonings,Partial Loss,55,54.67,0.33,0.6,2026-07-14,82005,87.71,57750,24255,25.94,P039,1050,55,2025-01-20,bag 100g,346.5,After cutoff,2025-01
B01710,P039,Seasonings,Sold Out,54,54.0,0.0,0.0,2025-04-12,81000,86.63,56700,24300,25.99,P039,1050,54,2025-03-15,bag 100g,0.0,Closed by cutoff,2025-03
B01711,P039,Seasonings,Partial Loss,55,54.45,0.55,1.0,2026-10-28,81675,87.35,57750,23925,25.59,P039,1050,55,2025-05-06,bag 100g,577.5,After cutoff,2025-05
B01712,P040,Seasonings,Sold Out,54,54.0,0.0,0.0,2023-10-08,108000,115.51,78300,29700,31.76,P040,1450,54,2023-08-19,bag 50g,0.0,Closed by cutoff,2023-08
B01713,P040,Seasonings,Sold Out,57,57.0,0.0,0.0,2023-12-04,114000,121.93,76950,37050,39.63,P040,1350,57,2023-10-27,bag 50g,0.0,Closed by cutoff,2023-10
B01714,P040,Seasonings,Sold Out,46,46.0,0.0,0.0,2024-03-03,92000,98.4,62100,29900,31.98,P040,1350,46,2024-01-04,bag 50g,0.0,Closed by cutoff,2024-01
B01715,P040,Seasonings,Sold Out,56,56.0,0.0,0.0,2024-04-24,112000,119.79,75600,36400,38.93,P040,1350,56,2024-03-08,bag 50g,0.0,Closed by cutoff,2024-03
B01716,P040,Seasonings,Partial Loss,56,55.66,0.34,0.6,2025-10-29,111320,119.06,75600,35720,38.2,P040,1350,56,2024-05-07,bag 50g,459.00000000000006,After cutoff,2024-05
B01717,P040,Seasonings,Partial Loss,50,49.15,0.85,1.7,2025-12-22,98300,105.13,72500,25800,27.59,P040,1450,50,2024-06-30,bag 50g,1232.5,After cutoff,2024-06
B01718,P040,Seasonings,Partial Loss,56,55.61,0.39,0.7,2026-02-24,111220,118.95,75600,35620,38.1,P040,1350,56,2024-09-02,bag 50g,526.5,After cutoff,2024-09
B01719,P040,Seasonings,Partial Loss,55,54.45,0.55,1.0,2026-04-24,108900,116.47,74250,34650,37.06,P040,1350,55,2024-10-31,bag 50g,742.5000000000001,After cutoff,2024-10
B01720,P040,Seasonings,Sold Out,73,73.0,0.0,0.0,2025-03-08,146000,156.15,98550,47450,50.75,P040,1350,73,2024-12-29,bag 50g,0.0,Closed by cutoff,2024-12
B01721,P040,Seasonings,Partial Loss,51,50.13,0.87,1.7,2026-08-14,100260,107.23,68850,31410,33.59,P040,1350,51,2025-02-20,bag 50g,1174.5,After cutoff,2025-02
B01722,P040,Seasonings,Sold Out,58,58.0,0.0,0.0,2025-05-22,116000,124.06,78300,37700,40.32,P040,1350,58,2025-04-16,bag 50g,0.0,Closed by cutoff,2025-04
B01723,P040,Seasonings,Sold Out,46,46.0,0.0,0.0,2025-08-23,92000,98.4,62100,29900,31.98,P040,1350,46,2025-06-11,bag 50g,0.0,After cutoff,2025-06
B01724,P041,Honey,Sold Out,24,24.0,0.0,0.0,2023-11-11,108000,115.51,75600,32400,34.65,P041,3150,24,2023-08-29,bottle 500g,0.0,Closed by cutoff,2023-08
B01725,P041,Honey,Sold Out,21,21.0,0.0,0.0,2023-11-22,94500,101.07,66150,28350,30.32,P041,3150,21,2023-10-14,bottle 500g,0.0,Closed by cutoff,2023-10
B01726,P041,Honey,Partial Loss,35,33.91,1.08,3.1,2025-12-11,152595,163.2,110250,42345,45.29,P041,3150,35,2023-12-12,bottle 500g,3402.0,After cutoff,2023-12
B01727,P041,Honey,Partial Loss,27,25.84,1.16,4.3,2026-02-12,116280,124.36,85050,31230,33.4,P041,3150,27,2024-02-13,bottle 500g,3653.9999999999995,After cutoff,2024-02
B01728,P041,Honey,Sold Out,23,23.0,0.0,0.0,2024-04-28,103500,110.7,72450,31050,33.21,P041,3150,23,2024-03-24,bottle 500g,0.0,Closed by cutoff,2024-03
B01729,P041,Honey,Sold Out,26,26.0,0.0,0.0,2024-06-26,117000,125.13,81900,35100,37.54,P041,3150,26,2024-05-20,bottle 500g,0.0,Closed by cutoff,2024-05
B01730,P041,Honey,Sold Out,20,20.0,0.0,0.0,2024-08-31,90000,96.26,67000,23000,24.6,P041,3350,20,2024-07-14,bottle 500g,0.0,Closed by cutoff,2024-07
B01731,P041,Honey,Sold Out,32,32.0,0.0,0.0,2024-10-19,144000,154.01,100800,43200,46.2,P041,3150,32,2024-09-26,bottle 500g,0.0,Closed by cutoff,2024-09
B01732,P041,Honey,Partial Loss,24,23.11,0.89,3.7,2026-11-14,103995,111.22,75600,28395,30.37,P041,3150,24,2024-11-14,bottle 500g,2803.5,After cutoff,2024-11
B01733,P041,Honey,Partial Loss,25,24.12,0.88,3.5,2027-01-28,108540,116.09,78750,29790,31.86,P041,3150,25,2025-01-28,bottle 500g,2772.0,After cutoff,2025-01
B01734,P041,Honey,Sold Out,27,27.0,0.0,0.0,2025-05-19,121500,129.95,90450,31050,33.21,P041,3350,27,2025-03-12,bottle 500g,0.0,Closed by cutoff,2025-03
B01735,P041,Honey,Partial Loss,23,22.43,0.58,2.5,2027-05-26,100935,107.95,72450,28485,30.47,P041,3150,23,2025-05-26,bottle 500g,1826.9999999999998,After cutoff,2025-05
B01736,P042,Honey,Sold Out,26,26.0,0.0,0.0,2023-10-02,143000,152.94,104000,39000,41.71,P042,4000,26,2023-08-03,bottle 500g,0.0,Closed by cutoff,2023-08
B01737,P042,Honey,Sold Out,26,26.0,0.0,0.0,2023-11-11,143000,152.94,104000,39000,41.71,P042,4000,26,2023-10-02,bottle 500g,0.0,Closed by cutoff,2023-10
B01738,P042,Honey,Sold Out,30,30.0,0.0,0.0,2024-02-19,165000,176.47,120000,45000,48.13,P042,4000,30,2023-12-02,bottle 500g,0.0,Closed by cutoff,2023-12
B01739,P042,Honey,Sold Out,28,28.0,0.0,0.0,2024-03-17,154000,164.71,112000,42000,44.92,P042,4000,28,2024-02-01,bottle 500g,0.0,Closed by cutoff,2024-02
B01740,P042,Honey,Sold Out,27,27.0,0.0,0.0,2024-05-28,148500,158.82,108000,40500,43.32,P042,4000,27,2024-04-11,bottle 500g,0.0,Closed by cutoff,2024-04
B01741,P042,Honey,Partial Loss,25,24.77,0.22,0.9,2026-06-22,136235,145.71,100000,36235,38.75,P042,4000,25,2024-06-22,bottle 500g,880.0,After cutoff,2024-06
B01742,P042,Honey,Partial Loss,25,24.4,0.6,2.4,2026-08-23,134200,143.53,101250,32950,35.24,P042,4050,25,2024-08-23,bottle 500g,2430.0,After cutoff,2024-08
B01743,P042,Honey,Sold Out,20,20.0,0.0,0.0,2024-11-10,110000,117.65,80000,30000,32.09,P042,4000,20,2024-10-07,bottle 500g,0.0,Closed by cutoff,2024-10
B01744,P042,Honey,Sold Out,32,32.0,0.0,0.0,2025-02-02,176000,188.24,128000,48000,51.34,P042,4000,32,2024-12-11,bottle 500g,0.0,Closed by cutoff,2024-12
B01745,P042,Honey,Sold Out,26,26.0,0.0,0.0,2025-04-06,143000,152.94,104000,39000,41.71,P042,4000,26,2025-02-10,bottle 500g,0.0,Closed by cutoff,2025-02
B01746,P042,Honey,Sold Out,26,26.0,0.0,0.0,2025-06-25,143000,152.94,104000,39000,41.71,P042,4000,26,2025-04-27,bottle 500g,0.0,Closed by cutoff,2025-04
B01747,P042,Honey,Partial Loss,30,29.43,0.57,1.9,2027-06-21,161865,173.12,120000,41865,44.78,P042,4000,30,2025-06-21,bottle 500g,2280.0,After cutoff,2025-06
B01748,P043,Honey,Sold Out,22,22.0,0.0,0.0,2023-08-07,110000,117.65,75900,34100,36.47,P043,3450,22,2023-07-05,bottle 500g,0.0,Closed by cutoff,2023-07
B01749,P043,Honey,Sold Out,27,27.0,0.0,0.0,2023-10-20,135000,144.39,93150,41850,44.76,P043,3450,27,2023-09-04,bottle 500g,0.0,Closed by cutoff,2023-09
B01750,P043,Honey,Partial Loss,23,22.33,0.67,2.9,2025-11-05,111650,119.41,79350,32300,34.55,P043,3450,23,2023-11-06,bottle 500g,2311.5,After cutoff,2023-11
