BatchID,ProductID,Product,Category,SupplierRole,SupplierID,SupplierName,PurchaseDate,Quantity,Unit,UnitCost_CLP,UnitCost_USD,BatchCost_CLP,BatchCost_USD,ExpiryDate,ExpiryType,Season
B01733,P041,"Multiflora honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2025-01-28,25,bottle 500g,3150,3.37,78750,84.22,2027-01-28,Concrete,Summer
B01734,P041,"Multiflora honey, bottle 500g",Honey,Backup,S012,Miel Nativa Ltda.,2025-03-12,27,bottle 500g,3350,3.58,90450,96.74,2027-03-12,Concrete,Autumn
B01735,P041,"Multiflora honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2025-05-26,23,bottle 500g,3150,3.37,72450,77.49,2027-05-26,Concrete,Autumn
B01736,P042,"Ulmo honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2023-08-03,26,bottle 500g,4000,4.28,104000,111.23,2025-08-02,Concrete,Winter
B01737,P042,"Ulmo honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2023-10-02,26,bottle 500g,4000,4.28,104000,111.23,2025-10-01,Concrete,Spring
B01738,P042,"Ulmo honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2023-12-02,30,bottle 500g,4000,4.28,120000,128.34,2025-12-01,Concrete,Summer
B01739,P042,"Ulmo honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2024-02-01,28,bottle 500g,4000,4.28,112000,119.79,2026-01-31,Concrete,Summer
B01740,P042,"Ulmo honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2024-04-11,27,bottle 500g,4000,4.28,108000,115.51,2026-04-11,Concrete,Autumn
B01741,P042,"Ulmo honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2024-06-22,25,bottle 500g,4000,4.28,100000,106.95,2026-06-22,Concrete,Winter
B01742,P042,"Ulmo honey, bottle 500g",Honey,Backup,S012,Miel Nativa Ltda.,2024-08-23,25,bottle 500g,4050,4.33,101250,108.29,2026-08-23,Concrete,Winter
B01743,P042,"Ulmo honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2024-10-07,20,bottle 500g,4000,4.28,80000,85.56,2026-10-07,Concrete,Spring
B01744,P042,"Ulmo honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2024-12-11,32,bottle 500g,4000,4.28,128000,136.9,2026-12-11,Concrete,Summer
B01745,P042,"Ulmo honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2025-02-10,26,bottle 500g,4000,4.28,104000,111.23,2027-02-10,Concrete,Summer
B01746,P042,"Ulmo honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2025-04-27,26,bottle 500g,4000,4.28,104000,111.23,2027-04-27,Concrete,Autumn
B01747,P042,"Ulmo honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2025-06-21,30,bottle 500g,4000,4.28,120000,128.34,2027-06-21,Concrete,Winter
B01748,P043,"Quillay honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2023-07-05,22,bottle 500g,3450,3.69,75900,81.18,2025-07-04,Concrete,Winter
B01749,P043,"Quillay honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2023-09-04,27,bottle 500g,3450,3.69,93150,99.63,2025-09-03,Concrete,Spring
B01750,P043,"Quillay honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2023-11-06,23,bottle 500g,3450,3.69,79350,84.87,2025-11-05,Concrete,Spring
B01751,P043,"Quillay honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2024-02-02,25,bottle 500g,3450,3.69,86250,92.25,2026-02-01,Concrete,Summer
B01752,P043,"Quillay honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2024-04-02,27,bottle 500g,3450,3.69,93150,99.63,2026-04-02,Concrete,Autumn
B01753,P043,"Quillay honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2024-05-26,27,bottle 500g,3450,3.69,93150,99.63,2026-05-26,Concrete,Autumn
B01754,P043,"Quillay honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2024-08-07,24,bottle 500g,3450,3.69,82800,88.56,2026-08-07,Concrete,Winter
B01755,P043,"Quillay honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2024-10-06,25,bottle 500g,3450,3.69,86250,92.25,2026-10-06,Concrete,Spring
B01756,P043,"Quillay honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2024-11-24,26,bottle 500g,3450,3.69,89700,95.94,2026-11-24,Concrete,Spring
B01757,P043,"Quillay honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2025-01-13,26,bottle 500g,3450,3.69,89700,95.94,2027-01-13,Concrete,Summer
B01758,P043,"Quillay honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2025-03-04,29,bottle 500g,3450,3.69,100050,107.01,2027-03-04,Concrete,Autumn
B01759,P043,"Quillay honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2025-05-05,24,bottle 500g,3450,3.69,82800,88.56,2027-05-05,Concrete,Autumn
B01760,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2023-07-26,23,bottle 500g,4100,4.39,94300,100.86,2025-07-25,Concrete,Winter
B01761,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2023-09-12,27,bottle 500g,4100,4.39,110700,118.4,2025-09-11,Concrete,Spring
B01762,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2023-10-30,23,bottle 500g,4100,4.39,94300,100.86,2025-10-29,Concrete,Spring
B01763,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2023-12-14,28,bottle 500g,4100,4.39,114800,122.78,2025-12-13,Concrete,Summer
B01764,P044,"Organic wildflower honey, bottle 500g",Honey,Backup,S012,Miel Nativa Ltda.,2024-02-22,24,bottle 500g,4450,4.76,106800,114.22,2026-02-21,Concrete,Summer
B01765,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2024-04-25,22,bottle 500g,4100,4.39,90200,96.47,2026-04-25,Concrete,Autumn
B01766,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2024-06-08,26,bottle 500g,4100,4.39,106600,114.01,2026-06-08,Concrete,Winter
B01767,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2024-08-14,25,bottle 500g,4100,4.39,102500,109.63,2026-08-14,Concrete,Winter
B01768,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2024-10-09,25,bottle 500g,4100,4.39,102500,109.63,2026-10-09,Concrete,Spring
B01769,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2024-12-06,29,bottle 500g,4100,4.39,118900,127.17,2026-12-06,Concrete,Summer
B01770,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2025-02-01,24,bottle 500g,4100,4.39,98400,105.24,2027-02-01,Concrete,Summer
B01771,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2025-04-02,24,bottle 500g,4100,4.39,98400,105.24,2027-04-02,Concrete,Autumn
B01772,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,S011,Los Ulmos Apiary,2025-06-04,27,bottle 500g,4100,4.39,110700,118.4,2027-06-04,Concrete,Winter
B01773,P045,"Honeycomb, box 400g",Honey,Primary,S011,Los Ulmos Apiary,2023-07-28,26,box 400g,4700,5.03,122200,130.7,2025-07-27,Concrete,Winter
B01774,P045,"Honeycomb, box 400g",Honey,Primary,S011,Los Ulmos Apiary,2023-09-15,33,box 400g,4700,5.03,155100,165.88,2025-09-14,Concrete,Spring
B01775,P045,"Honeycomb, box 400g",Honey,Primary,S011,Los Ulmos Apiary,2023-11-11,25,box 400g,4700,5.03,117500,125.67,2025-11-10,Concrete,Spring
B01776,P045,"Honeycomb, box 400g",Honey,Primary,S011,Los Ulmos Apiary,2024-01-29,25,box 400g,4700,5.03,117500,125.67,2026-01-28,Concrete,Summer
B01777,P045,"Honeycomb, box 400g",Honey,Primary,S011,Los Ulmos Apiary,2024-03-14,25,box 400g,4700,5.03,117500,125.67,2026-03-14,Concrete,Autumn
B01778,P045,"Honeycomb, box 400g",Honey,Primary,S011,Los Ulmos Apiary,2024-05-03,23,box 400g,4700,5.03,108100,115.61,2026-05-03,Concrete,Autumn
B01779,P045,"Honeycomb, box 400g",Honey,Primary,S011,Los Ulmos Apiary,2024-06-24,26,box 400g,4700,5.03,122200,130.7,2026-06-24,Concrete,Winter
B01780,P045,"Honeycomb, box 400g",Honey,Primary,S011,Los Ulmos Apiary,2024-08-30,27,box 400g,4700,5.03,126900,135.72,2026-08-30,Concrete,Winter
B01781,P045,"Honeycomb, box 400g",Honey,Primary,S011,Los Ulmos Apiary,2024-10-28,27,box 400g,4700,5.03,126900,135.72,2026-10-28,Concrete,Spring
B01782,P045,"Honeycomb, box 400g",Honey,Primary,S011,Los Ulmos Apiary,2024-12-28,35,box 400g,4700,5.03,164500,175.94,2026-12-28,Concrete,Summer
B01783,P045,"Honeycomb, box 400g",Honey,Primary,S011,Los Ulmos Apiary,2025-02-18,26,box 400g,4700,5.03,122200,130.7,2027-02-18,Concrete,Summer
B01784,P045,"Honeycomb, box 400g",Honey,Primary,S011,Los Ulmos Apiary,2025-04-16,26,box 400g,4700,5.03,122200,130.7,2027-04-16,Concrete,Autumn
B01785,P045,"Honeycomb, box 400g",Honey,Primary,S011,Los Ulmos Apiary,2025-06-09,30,box 400g,4700,5.03,141000,150.8,2027-06-09,Concrete,Winter
B01786,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-07-04,18,kg,4750,5.08,85500,91.44,2023-12-31,Concrete,Winter
B01787,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-07-22,17,kg,4750,5.08,80750,86.36,2024-01-18,Concrete,Winter
B01788,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-08-12,23,kg,4750,5.08,109250,116.84,2024-02-08,Concrete,Winter
B01789,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-09-04,28,kg,4750,5.08,133000,142.25,2024-03-02,Concrete,Spring
B01790,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-09-22,22,kg,4750,5.08,104500,111.76,2024-03-20,Concrete,Spring
B01791,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-10-09,19,kg,4750,5.08,90250,96.52,2024-04-06,Concrete,Spring
B01792,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-11-01,18,kg,4750,5.08,85500,91.44,2024-04-29,Concrete,Spring
B01793,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-11-22,18,kg,4750,5.08,85500,91.44,2024-05-20,Concrete,Spring
B01794,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-12-09,25,kg,4750,5.08,118750,127.01,2024-06-06,Concrete,Summer
B01795,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-01-02,18,kg,4750,5.08,85500,91.44,2024-06-30,Concrete,Summer
B01796,P046,Roasted salted peanuts,Peanuts,Backup,S014,El Palomo Nuts,2024-01-26,22,kg,5100,5.45,112200,120.0,2024-07-24,Concrete,Summer
B01797,P046,Roasted salted peanuts,Peanuts,Backup,S014,El Palomo Nuts,2024-02-15,17,kg,5100,5.45,86700,92.73,2024-08-13,Concrete,Summer
B01798,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-03-07,21,kg,4750,5.08,99750,106.68,2024-09-03,Concrete,Autumn
B01799,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-03-26,21,kg,4750,5.08,99750,106.68,2024-09-22,Concrete,Autumn
B01800,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-04-09,19,kg,4750,5.08,90250,96.52,2024-10-06,Concrete,Autumn
B01801,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-04-29,17,kg,4750,5.08,80750,86.36,2024-10-26,Concrete,Autumn
B01802,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-05-14,21,kg,4750,5.08,99750,106.68,2024-11-10,Concrete,Autumn
B01803,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-06-09,19,kg,4750,5.08,90250,96.52,2024-12-06,Concrete,Winter
B01804,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-06-26,20,kg,4750,5.08,95000,101.6,2024-12-23,Concrete,Winter
B01805,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-07-15,19,kg,4750,5.08,90250,96.52,2025-01-11,Concrete,Winter
B01806,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-08-10,19,kg,4750,5.08,90250,96.52,2025-02-06,Concrete,Winter
B01807,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-09-04,23,kg,4750,5.08,109250,116.84,2025-03-03,Concrete,Spring
B01808,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-09-23,29,kg,4750,5.08,137750,147.33,2025-03-22,Concrete,Spring
B01809,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-10-14,19,kg,4750,5.08,90250,96.52,2025-04-12,Concrete,Spring
B01810,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-11-01,22,kg,4750,5.08,104500,111.76,2025-04-30,Concrete,Spring
B01811,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-11-21,18,kg,4750,5.08,85500,91.44,2025-05-20,Concrete,Spring
B01812,P046,Roasted salted peanuts,Peanuts,Backup,S014,El Palomo Nuts,2024-12-11,24,kg,5100,5.45,122400,130.91,2025-06-09,Concrete,Summer
B01813,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-12-28,27,kg,4750,5.08,128250,137.17,2025-06-26,Concrete,Summer
B01814,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2025-01-21,23,kg,4750,5.08,109250,116.84,2025-07-20,Concrete,Summer
B01815,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2025-02-07,21,kg,4750,5.08,99750,106.68,2025-08-06,Concrete,Summer
B01816,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2025-02-28,20,kg,4750,5.08,95000,101.6,2025-08-27,Concrete,Summer
B01817,P046,Roasted salted peanuts,Peanuts,Backup,S014,El Palomo Nuts,2025-03-17,19,kg,5100,5.45,96900,103.64,2025-09-13,Concrete,Autumn
B01818,P046,Roasted salted peanuts,Peanuts,Backup,S014,El Palomo Nuts,2025-04-05,22,kg,5100,5.45,112200,120.0,2025-10-02,Concrete,Autumn
B01819,P046,Roasted salted peanuts,Peanuts,Backup,S014,El Palomo Nuts,2025-04-24,23,kg,5100,5.45,117300,125.45,2025-10-21,Concrete,Autumn
B01820,P046,Roasted salted peanuts,Peanuts,Backup,S014,El Palomo Nuts,2025-05-17,21,kg,5100,5.45,107100,114.55,2025-11-13,Concrete,Autumn
B01821,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2025-06-06,22,kg,4750,5.08,104500,111.76,2025-12-03,Concrete,Winter
B01822,P046,Roasted salted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2025-06-24,25,kg,4750,5.08,118750,127.01,2025-12-21,Concrete,Winter
B01823,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-07-04,17,kg,4650,4.97,79050,84.55,2023-12-31,Concrete,Winter
B01824,P047,Roasted unsalted peanuts,Peanuts,Backup,S014,El Palomo Nuts,2023-07-24,22,kg,4700,5.03,103400,110.59,2024-01-20,Concrete,Winter
B01825,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-08-15,21,kg,4650,4.97,97650,104.44,2024-02-11,Concrete,Winter
B01826,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-09-07,24,kg,4650,4.97,111600,119.36,2024-03-05,Concrete,Spring
B01827,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-09-28,29,kg,4650,4.97,134850,144.22,2024-03-26,Concrete,Spring
B01828,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-10-22,21,kg,4650,4.97,97650,104.44,2024-04-19,Concrete,Spring
B01829,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-11-12,19,kg,4650,4.97,88350,94.49,2024-05-10,Concrete,Spring
B01830,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-12-07,27,kg,4650,4.97,125550,134.28,2024-06-04,Concrete,Summer
B01831,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-12-29,24,kg,4650,4.97,111600,119.36,2024-06-26,Concrete,Summer
B01832,P047,Roasted unsalted peanuts,Peanuts,Backup,S014,El Palomo Nuts,2024-01-12,20,kg,4700,5.03,94000,100.53,2024-07-10,Concrete,Summer
B01833,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-01-26,18,kg,4650,4.97,83700,89.52,2024-07-24,Concrete,Summer
B01834,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-02-16,22,kg,4650,4.97,102300,109.41,2024-08-14,Concrete,Summer
B01835,P047,Roasted unsalted peanuts,Peanuts,Backup,S014,El Palomo Nuts,2024-03-07,23,kg,4700,5.03,108100,115.61,2024-09-03,Concrete,Autumn
B01836,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-04-02,18,kg,4650,4.97,83700,89.52,2024-09-29,Concrete,Autumn
B01837,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-04-22,22,kg,4650,4.97,102300,109.41,2024-10-19,Concrete,Autumn
B01838,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-05-12,22,kg,4650,4.97,102300,109.41,2024-11-08,Concrete,Autumn
B01839,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-05-24,21,kg,4650,4.97,97650,104.44,2024-11-20,Concrete,Autumn
B01840,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-06-08,19,kg,4650,4.97,88350,94.49,2024-12-05,Concrete,Winter
B01841,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-06-27,19,kg,4650,4.97,88350,94.49,2024-12-24,Concrete,Winter
B01842,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-07-17,17,kg,4650,4.97,79050,84.55,2025-01-13,Concrete,Winter
B01843,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-08-04,23,kg,4650,4.97,106950,114.39,2025-01-31,Concrete,Winter
B01844,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-08-25,22,kg,4650,4.97,102300,109.41,2025-02-21,Concrete,Winter
B01845,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-09-14,25,kg,4650,4.97,116250,124.33,2025-03-13,Concrete,Spring
B01846,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-09-29,24,kg,4650,4.97,111600,119.36,2025-03-28,Concrete,Spring
B01847,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-10-19,19,kg,4650,4.97,88350,94.49,2025-04-17,Concrete,Spring
B01848,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-11-05,21,kg,4650,4.97,97650,104.44,2025-05-04,Concrete,Spring
B01849,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-11-27,18,kg,4650,4.97,83700,89.52,2025-05-26,Concrete,Spring
B01850,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-12-20,24,kg,4650,4.97,111600,119.36,2025-06-18,Concrete,Summer
B01851,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2025-01-13,22,kg,4650,4.97,102300,109.41,2025-07-12,Concrete,Summer
B01852,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2025-02-02,21,kg,4650,4.97,97650,104.44,2025-08-01,Concrete,Summer
B01853,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2025-03-03,22,kg,4650,4.97,102300,109.41,2025-08-30,Concrete,Autumn
B01854,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2025-03-23,21,kg,4650,4.97,97650,104.44,2025-09-19,Concrete,Autumn
B01855,P047,Roasted unsalted peanuts,Peanuts,Backup,S014,El Palomo Nuts,2025-04-10,20,kg,4700,5.03,94000,100.53,2025-10-07,Concrete,Autumn
B01856,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2025-05-03,18,kg,4650,4.97,83700,89.52,2025-10-30,Concrete,Autumn
B01857,P047,Roasted unsalted peanuts,Peanuts,Backup,S014,El Palomo Nuts,2025-05-18,19,kg,4700,5.03,89300,95.51,2025-11-14,Concrete,Autumn
B01858,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2025-06-06,25,kg,4650,4.97,116250,124.33,2025-12-03,Concrete,Winter
B01859,P047,Roasted unsalted peanuts,Peanuts,Primary,S013,Maipo Nuts Ltd.,2025-06-30,25,kg,4650,4.97,116250,124.33,2025-12-27,Concrete,Winter
B01860,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-07-01,23,kg,5050,5.4,116150,124.22,2023-12-28,Concrete,Winter
B01861,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-07-16,18,kg,5050,5.4,90900,97.22,2024-01-12,Concrete,Winter
B01862,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-08-03,22,kg,5050,5.4,111100,118.82,2024-01-30,Concrete,Winter
B01863,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-08-29,23,kg,5050,5.4,116150,124.22,2024-02-25,Concrete,Winter
B01864,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-09-16,23,kg,5050,5.4,116150,124.22,2024-03-14,Concrete,Spring
B01865,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-10-09,23,kg,5050,5.4,116150,124.22,2024-04-06,Concrete,Spring
B01866,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-11-02,21,kg,5050,5.4,106050,113.42,2024-04-30,Concrete,Spring
B01867,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-11-22,20,kg,5050,5.4,101000,108.02,2024-05-20,Concrete,Spring
B01868,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2023-12-13,26,kg,5050,5.4,131300,140.43,2024-06-10,Concrete,Summer
B01869,P048,Fried peanuts with salt,Peanuts,Backup,S014,El Palomo Nuts,2024-01-09,21,kg,5300,5.67,111300,119.04,2024-07-07,Concrete,Summer
B01870,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-01-26,18,kg,5050,5.4,90900,97.22,2024-07-24,Concrete,Summer
B01871,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-02-19,18,kg,5050,5.4,90900,97.22,2024-08-17,Concrete,Summer
B01872,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-03-18,21,kg,5050,5.4,106050,113.42,2024-09-14,Concrete,Autumn
B01873,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-04-05,19,kg,5050,5.4,95950,102.62,2024-10-02,Concrete,Autumn
B01874,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-04-24,18,kg,5050,5.4,90900,97.22,2024-10-21,Concrete,Autumn
B01875,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-05-14,19,kg,5050,5.4,95950,102.62,2024-11-10,Concrete,Autumn
B01876,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-06-04,21,kg,5050,5.4,106050,113.42,2024-12-01,Concrete,Winter
B01877,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-06-22,23,kg,5050,5.4,116150,124.22,2024-12-19,Concrete,Winter
B01878,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-07-13,23,kg,5050,5.4,116150,124.22,2025-01-09,Concrete,Winter
B01879,P048,Fried peanuts with salt,Peanuts,Backup,S014,El Palomo Nuts,2024-08-03,23,kg,5300,5.67,121900,130.37,2025-01-30,Concrete,Winter
B01880,P048,Fried peanuts with salt,Peanuts,Backup,S014,El Palomo Nuts,2024-08-26,18,kg,5300,5.67,95400,102.03,2025-02-22,Concrete,Winter
B01881,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-09-20,24,kg,5050,5.4,121200,129.63,2025-03-19,Concrete,Spring
B01882,P048,Fried peanuts with salt,Peanuts,Backup,S014,El Palomo Nuts,2024-10-09,23,kg,5300,5.67,121900,130.37,2025-04-07,Concrete,Spring
B01883,P048,Fried peanuts with salt,Peanuts,Backup,S014,El Palomo Nuts,2024-10-29,19,kg,5300,5.67,100700,107.7,2025-04-27,Concrete,Spring
B01884,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-11-14,18,kg,5050,5.4,90900,97.22,2025-05-13,Concrete,Spring
B01885,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-12-02,27,kg,5050,5.4,136350,145.83,2025-05-31,Concrete,Summer
B01886,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2024-12-21,28,kg,5050,5.4,141400,151.23,2025-06-19,Concrete,Summer
B01887,P048,Fried peanuts with salt,Peanuts,Backup,S014,El Palomo Nuts,2025-01-13,20,kg,5300,5.67,106000,113.37,2025-07-12,Concrete,Summer
B01888,P048,Fried peanuts with salt,Peanuts,Primary,S013,Maipo Nuts Ltd.,2025-02-04,23,kg,5050,5.4,116150,124.22,2025-08-03,Concrete,Summer
