BatchID,ProductID,Product,Category,SupplierRole,SupplierName,PurchaseDate,ExpiryDate,Quantity,Unit,Status,QtySold,QtyWasted,WastedPct,Revenue_CLP,Revenue_USD,GrossProfit_CLP,GrossProfit_USD,Season,SeasonSH,YearMonth
B01690,P038,"Ground cinnamon, bag 100g",Seasonings,Primary,Valley Spices SpA,2023-12-02,2025-05-25,43,bag 100g,Sold Out,43.0,0.0,0.0,64500,68.98,19350,20.7,Summer,Summer,2023-12
B01691,P038,"Ground cinnamon, bag 100g",Seasonings,Primary,Valley Spices SpA,2024-01-31,2025-07-24,27,bag 100g,Partial Loss,26.65,0.35,1.3,39975,42.75,11625,12.43,Summer,Summer,2024-01
B01692,P038,"Ground cinnamon, bag 100g",Seasonings,Primary,Valley Spices SpA,2024-03-27,2025-09-18,32,bag 100g,Partial Loss,31.26,0.74,2.3,46890,50.15,13290,14.21,Autumn,Autumn,2024-03
B01693,P038,"Ground cinnamon, bag 100g",Seasonings,Primary,Valley Spices SpA,2024-05-09,2025-10-31,78,bag 100g,Sold Out,78.0,0.0,0.0,117000,125.13,35100,37.54,Autumn,Autumn,2024-05
B01694,P038,"Ground cinnamon, bag 100g",Seasonings,Primary,Valley Spices SpA,2024-07-07,2025-12-29,68,bag 100g,Partial Loss,67.18,0.82,1.2,100770,107.78,29370,31.41,Winter,Winter,2024-07
B01695,P038,"Ground cinnamon, bag 100g",Seasonings,Primary,Valley Spices SpA,2024-09-22,2026-03-16,98,bag 100g,Sold Out,98.0,0.0,0.0,147000,157.22,44100,47.17,Spring,Spring,2024-09
B01696,P038,"Ground cinnamon, bag 100g",Seasonings,Primary,Valley Spices SpA,2024-12-07,2026-05-31,42,bag 100g,Sold Out,42.0,0.0,0.0,63000,67.38,18900,20.21,Summer,Summer,2024-12
B01697,P038,"Ground cinnamon, bag 100g",Seasonings,Primary,Valley Spices SpA,2025-02-03,2026-07-28,36,bag 100g,Partial Loss,35.71,0.29,0.8,53565,57.29,15765,16.86,Summer,Summer,2025-02
B01698,P038,"Ground cinnamon, bag 100g",Seasonings,Primary,Valley Spices SpA,2025-04-13,2026-10-05,82,bag 100g,Partial Loss,81.75,0.25,0.3,122625,131.15,36525,39.06,Autumn,Autumn,2025-04
B01699,P038,"Ground cinnamon, bag 100g",Seasonings,Primary,Valley Spices SpA,2025-06-20,2026-12-12,82,bag 100g,Sold Out,82.0,0.0,0.0,123000,131.55,36900,39.47,Winter,Winter,2025-06
B01700,P039,"Ground turmeric, bag 100g",Seasonings,Primary,Valley Spices SpA,2023-08-15,2025-02-05,45,bag 100g,Sold Out,45.0,0.0,0.0,67500,72.19,20250,21.66,Winter,Winter,2023-08
B01701,P039,"Ground turmeric, bag 100g",Seasonings,Primary,Valley Spices SpA,2023-10-22,2025-04-14,49,bag 100g,Sold Out,49.0,0.0,0.0,73500,78.61,22050,23.58,Spring,Spring,2023-10
B01702,P039,"Ground turmeric, bag 100g",Seasonings,Primary,Valley Spices SpA,2023-12-11,2025-06-03,63,bag 100g,Sold Out,63.0,0.0,0.0,94500,101.07,28350,30.32,Summer,Summer,2023-12
B01703,P039,"Ground turmeric, bag 100g",Seasonings,Primary,Valley Spices SpA,2024-02-06,2025-07-30,55,bag 100g,Sold Out,55.0,0.0,0.0,82500,88.24,24750,26.47,Summer,Summer,2024-02
B01704,P039,"Ground turmeric, bag 100g",Seasonings,Primary,Valley Spices SpA,2024-04-19,2025-10-11,57,bag 100g,Sold Out,57.0,0.0,0.0,85500,91.44,25650,27.43,Autumn,Autumn,2024-04
B01705,P039,"Ground turmeric, bag 100g",Seasonings,Primary,Valley Spices SpA,2024-05-28,2025-11-19,56,bag 100g,Partial Loss,55.33,0.67,1.2,82995,88.76,24195,25.88,Autumn,Autumn,2024-05
B01706,P039,"Ground turmeric, bag 100g",Seasonings,Primary,Valley Spices SpA,2024-07-27,2026-01-18,45,bag 100g,Partial Loss,44.73,0.27,0.6,67095,71.76,19845,21.22,Winter,Winter,2024-07
B01707,P039,"Ground turmeric, bag 100g",Seasonings,Primary,Valley Spices SpA,2024-09-25,2026-03-19,65,bag 100g,Partial Loss,64.28,0.71,1.1,96420,103.12,28170,30.13,Spring,Spring,2024-09
B01708,P039,"Ground turmeric, bag 100g",Seasonings,Primary,Valley Spices SpA,2024-11-23,2026-05-17,43,bag 100g,Sold Out,43.0,0.0,0.0,64500,68.98,19350,20.7,Spring,Spring,2024-11
B01709,P039,"Ground turmeric, bag 100g",Seasonings,Primary,Valley Spices SpA,2025-01-20,2026-07-14,55,bag 100g,Partial Loss,54.67,0.33,0.6,82005,87.71,24255,25.94,Summer,Summer,2025-01
B01710,P039,"Ground turmeric, bag 100g",Seasonings,Primary,Valley Spices SpA,2025-03-15,2026-09-06,54,bag 100g,Sold Out,54.0,0.0,0.0,81000,86.63,24300,25.99,Autumn,Autumn,2025-03
B01711,P039,"Ground turmeric, bag 100g",Seasonings,Primary,Valley Spices SpA,2025-05-06,2026-10-28,55,bag 100g,Partial Loss,54.45,0.55,1.0,81675,87.35,23925,25.59,Autumn,Autumn,2025-05
B01712,P040,"Herbs de Provence mix, bag 50g",Seasonings,Backup,Especias Andinas,2023-08-19,2025-02-09,54,bag 50g,Sold Out,54.0,0.0,0.0,108000,115.51,29700,31.76,Winter,Winter,2023-08
B01713,P040,"Herbs de Provence mix, bag 50g",Seasonings,Primary,Valley Spices SpA,2023-10-27,2025-04-19,57,bag 50g,Sold Out,57.0,0.0,0.0,114000,121.93,37050,39.63,Spring,Spring,2023-10
B01714,P040,"Herbs de Provence mix, bag 50g",Seasonings,Primary,Valley Spices SpA,2024-01-04,2025-06-27,46,bag 50g,Sold Out,46.0,0.0,0.0,92000,98.4,29900,31.98,Summer,Summer,2024-01
B01715,P040,"Herbs de Provence mix, bag 50g",Seasonings,Primary,Valley Spices SpA,2024-03-08,2025-08-30,56,bag 50g,Sold Out,56.0,0.0,0.0,112000,119.79,36400,38.93,Autumn,Autumn,2024-03
B01716,P040,"Herbs de Provence mix, bag 50g",Seasonings,Primary,Valley Spices SpA,2024-05-07,2025-10-29,56,bag 50g,Partial Loss,55.66,0.34,0.6,111320,119.06,35720,38.2,Autumn,Autumn,2024-05
B01717,P040,"Herbs de Provence mix, bag 50g",Seasonings,Backup,Especias Andinas,2024-06-30,2025-12-22,50,bag 50g,Partial Loss,49.15,0.85,1.7,98300,105.13,25800,27.59,Winter,Winter,2024-06
B01718,P040,"Herbs de Provence mix, bag 50g",Seasonings,Primary,Valley Spices SpA,2024-09-02,2026-02-24,56,bag 50g,Partial Loss,55.61,0.39,0.7,111220,118.95,35620,38.1,Spring,Spring,2024-09
B01719,P040,"Herbs de Provence mix, bag 50g",Seasonings,Primary,Valley Spices SpA,2024-10-31,2026-04-24,55,bag 50g,Partial Loss,54.45,0.55,1.0,108900,116.47,34650,37.06,Spring,Spring,2024-10
B01720,P040,"Herbs de Provence mix, bag 50g",Seasonings,Primary,Valley Spices SpA,2024-12-29,2026-06-22,73,bag 50g,Sold Out,73.0,0.0,0.0,146000,156.15,47450,50.75,Summer,Summer,2024-12
B01721,P040,"Herbs de Provence mix, bag 50g",Seasonings,Primary,Valley Spices SpA,2025-02-20,2026-08-14,51,bag 50g,Partial Loss,50.13,0.87,1.7,100260,107.23,31410,33.59,Summer,Summer,2025-02
B01722,P040,"Herbs de Provence mix, bag 50g",Seasonings,Primary,Valley Spices SpA,2025-04-16,2026-10-08,58,bag 50g,Sold Out,58.0,0.0,0.0,116000,124.06,37700,40.32,Autumn,Autumn,2025-04
B01723,P040,"Herbs de Provence mix, bag 50g",Seasonings,Primary,Valley Spices SpA,2025-06-11,2026-12-03,46,bag 50g,Sold Out,46.0,0.0,0.0,92000,98.4,29900,31.98,Winter,Winter,2025-06
B01724,P041,"Multiflora honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2023-08-29,2025-08-28,24,bottle 500g,Sold Out,24.0,0.0,0.0,108000,115.51,32400,34.65,Winter,Winter,2023-08
B01725,P041,"Multiflora honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2023-10-14,2025-10-13,21,bottle 500g,Sold Out,21.0,0.0,0.0,94500,101.07,28350,30.32,Spring,Spring,2023-10
B01726,P041,"Multiflora honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2023-12-12,2025-12-11,35,bottle 500g,Partial Loss,33.91,1.08,3.1,152595,163.2,42345,45.29,Summer,Summer,2023-12
B01727,P041,"Multiflora honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-02-13,2026-02-12,27,bottle 500g,Partial Loss,25.84,1.16,4.3,116280,124.36,31230,33.4,Summer,Summer,2024-02
B01728,P041,"Multiflora honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-03-24,2026-03-24,23,bottle 500g,Sold Out,23.0,0.0,0.0,103500,110.7,31050,33.21,Autumn,Autumn,2024-03
B01729,P041,"Multiflora honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-05-20,2026-05-20,26,bottle 500g,Sold Out,26.0,0.0,0.0,117000,125.13,35100,37.54,Autumn,Autumn,2024-05
B01730,P041,"Multiflora honey, bottle 500g",Honey,Backup,Miel Nativa Ltda.,2024-07-14,2026-07-14,20,bottle 500g,Sold Out,20.0,0.0,0.0,90000,96.26,23000,24.6,Winter,Winter,2024-07
B01731,P041,"Multiflora honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-09-26,2026-09-26,32,bottle 500g,Sold Out,32.0,0.0,0.0,144000,154.01,43200,46.2,Spring,Spring,2024-09
B01732,P041,"Multiflora honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-11-14,2026-11-14,24,bottle 500g,Partial Loss,23.11,0.89,3.7,103995,111.22,28395,30.37,Spring,Spring,2024-11
B01733,P041,"Multiflora honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2025-01-28,2027-01-28,25,bottle 500g,Partial Loss,24.12,0.88,3.5,108540,116.09,29790,31.86,Summer,Summer,2025-01
B01734,P041,"Multiflora honey, bottle 500g",Honey,Backup,Miel Nativa Ltda.,2025-03-12,2027-03-12,27,bottle 500g,Sold Out,27.0,0.0,0.0,121500,129.95,31050,33.21,Autumn,Autumn,2025-03
B01735,P041,"Multiflora honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2025-05-26,2027-05-26,23,bottle 500g,Partial Loss,22.43,0.58,2.5,100935,107.95,28485,30.47,Autumn,Autumn,2025-05
B01736,P042,"Ulmo honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2023-08-03,2025-08-02,26,bottle 500g,Sold Out,26.0,0.0,0.0,143000,152.94,39000,41.71,Winter,Winter,2023-08
B01737,P042,"Ulmo honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2023-10-02,2025-10-01,26,bottle 500g,Sold Out,26.0,0.0,0.0,143000,152.94,39000,41.71,Spring,Spring,2023-10
B01738,P042,"Ulmo honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2023-12-02,2025-12-01,30,bottle 500g,Sold Out,30.0,0.0,0.0,165000,176.47,45000,48.13,Summer,Summer,2023-12
B01739,P042,"Ulmo honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-02-01,2026-01-31,28,bottle 500g,Sold Out,28.0,0.0,0.0,154000,164.71,42000,44.92,Summer,Summer,2024-02
B01740,P042,"Ulmo honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-04-11,2026-04-11,27,bottle 500g,Sold Out,27.0,0.0,0.0,148500,158.82,40500,43.32,Autumn,Autumn,2024-04
B01741,P042,"Ulmo honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-06-22,2026-06-22,25,bottle 500g,Partial Loss,24.77,0.22,0.9,136235,145.71,36235,38.75,Winter,Winter,2024-06
B01742,P042,"Ulmo honey, bottle 500g",Honey,Backup,Miel Nativa Ltda.,2024-08-23,2026-08-23,25,bottle 500g,Partial Loss,24.4,0.6,2.4,134200,143.53,32950,35.24,Winter,Winter,2024-08
B01743,P042,"Ulmo honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-10-07,2026-10-07,20,bottle 500g,Sold Out,20.0,0.0,0.0,110000,117.65,30000,32.09,Spring,Spring,2024-10
B01744,P042,"Ulmo honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-12-11,2026-12-11,32,bottle 500g,Sold Out,32.0,0.0,0.0,176000,188.24,48000,51.34,Summer,Summer,2024-12
B01745,P042,"Ulmo honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2025-02-10,2027-02-10,26,bottle 500g,Sold Out,26.0,0.0,0.0,143000,152.94,39000,41.71,Summer,Summer,2025-02
B01746,P042,"Ulmo honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2025-04-27,2027-04-27,26,bottle 500g,Sold Out,26.0,0.0,0.0,143000,152.94,39000,41.71,Autumn,Autumn,2025-04
B01747,P042,"Ulmo honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2025-06-21,2027-06-21,30,bottle 500g,Partial Loss,29.43,0.57,1.9,161865,173.12,41865,44.78,Winter,Winter,2025-06
B01748,P043,"Quillay honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2023-07-05,2025-07-04,22,bottle 500g,Sold Out,22.0,0.0,0.0,110000,117.65,34100,36.47,Winter,Winter,2023-07
B01749,P043,"Quillay honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2023-09-04,2025-09-03,27,bottle 500g,Sold Out,27.0,0.0,0.0,135000,144.39,41850,44.76,Spring,Spring,2023-09
B01750,P043,"Quillay honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2023-11-06,2025-11-05,23,bottle 500g,Partial Loss,22.33,0.67,2.9,111650,119.41,32300,34.55,Spring,Spring,2023-11
B01751,P043,"Quillay honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-02-02,2026-02-01,25,bottle 500g,Sold Out,25.0,0.0,0.0,125000,133.69,38750,41.44,Summer,Summer,2024-02
B01752,P043,"Quillay honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-04-02,2026-04-02,27,bottle 500g,Partial Loss,26.0,1.0,3.7,130000,139.04,36850,39.41,Autumn,Autumn,2024-04
B01753,P043,"Quillay honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-05-26,2026-05-26,27,bottle 500g,Sold Out,27.0,0.0,0.0,135000,144.39,41850,44.76,Autumn,Autumn,2024-05
B01754,P043,"Quillay honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-08-07,2026-08-07,24,bottle 500g,Sold Out,24.0,0.0,0.0,120000,128.34,37200,39.79,Winter,Winter,2024-08
B01755,P043,"Quillay honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-10-06,2026-10-06,25,bottle 500g,Sold Out,25.0,0.0,0.0,125000,133.69,38750,41.44,Spring,Spring,2024-10
B01756,P043,"Quillay honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-11-24,2026-11-24,26,bottle 500g,Sold Out,26.0,0.0,0.0,130000,139.04,40300,43.1,Spring,Spring,2024-11
B01757,P043,"Quillay honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2025-01-13,2027-01-13,26,bottle 500g,Partial Loss,24.83,1.17,4.5,124150,132.78,34450,36.84,Summer,Summer,2025-01
B01758,P043,"Quillay honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2025-03-04,2027-03-04,29,bottle 500g,Partial Loss,28.22,0.78,2.7,141100,150.91,41050,43.9,Autumn,Autumn,2025-03
B01759,P043,"Quillay honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2025-05-05,2027-05-05,24,bottle 500g,Sold Out,24.0,0.0,0.0,120000,128.34,37200,39.79,Autumn,Autumn,2025-05
B01760,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2023-07-26,2025-07-25,23,bottle 500g,Sold Out,23.0,0.0,0.0,138000,147.59,43700,46.74,Winter,Winter,2023-07
B01761,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2023-09-12,2025-09-11,27,bottle 500g,Sold Out,27.0,0.0,0.0,162000,173.26,51300,54.87,Spring,Spring,2023-09
B01762,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2023-10-30,2025-10-29,23,bottle 500g,Sold Out,23.0,0.0,0.0,138000,147.59,43700,46.74,Spring,Spring,2023-10
B01763,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2023-12-14,2025-12-13,28,bottle 500g,Partial Loss,27.44,0.56,2.0,164640,176.09,49840,53.3,Summer,Summer,2023-12
B01764,P044,"Organic wildflower honey, bottle 500g",Honey,Backup,Miel Nativa Ltda.,2024-02-22,2026-02-21,24,bottle 500g,Sold Out,24.0,0.0,0.0,144000,154.01,37200,39.79,Summer,Summer,2024-02
B01765,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-04-25,2026-04-25,22,bottle 500g,Sold Out,22.0,0.0,0.0,132000,141.18,41800,44.71,Autumn,Autumn,2024-04
B01766,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-06-08,2026-06-08,26,bottle 500g,Sold Out,26.0,0.0,0.0,156000,166.84,49400,52.83,Winter,Winter,2024-06
B01767,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-08-14,2026-08-14,25,bottle 500g,Partial Loss,24.62,0.38,1.5,147720,157.99,45220,48.36,Winter,Winter,2024-08
B01768,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-10-09,2026-10-09,25,bottle 500g,Partial Loss,24.45,0.55,2.2,146700,156.9,44200,47.27,Spring,Spring,2024-10
B01769,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2024-12-06,2026-12-06,29,bottle 500g,Sold Out,29.0,0.0,0.0,174000,186.1,55100,58.93,Summer,Summer,2024-12
B01770,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2025-02-01,2027-02-01,24,bottle 500g,Sold Out,24.0,0.0,0.0,144000,154.01,45600,48.77,Summer,Summer,2025-02
B01771,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2025-04-02,2027-04-02,24,bottle 500g,Sold Out,24.0,0.0,0.0,144000,154.01,45600,48.77,Autumn,Autumn,2025-04
B01772,P044,"Organic wildflower honey, bottle 500g",Honey,Primary,Los Ulmos Apiary,2025-06-04,2027-06-04,27,bottle 500g,Sold Out,27.0,0.0,0.0,162000,173.26,51300,54.87,Winter,Winter,2025-06
B01773,P045,"Honeycomb, box 400g",Honey,Primary,Los Ulmos Apiary,2023-07-28,2025-07-27,26,box 400g,Sold Out,26.0,0.0,0.0,169000,180.75,46800,50.05,Winter,Winter,2023-07
B01774,P045,"Honeycomb, box 400g",Honey,Primary,Los Ulmos Apiary,2023-09-15,2025-09-14,33,box 400g,Sold Out,33.0,0.0,0.0,214500,229.41,59400,63.53,Spring,Spring,2023-09
B01775,P045,"Honeycomb, box 400g",Honey,Primary,Los Ulmos Apiary,2023-11-11,2025-11-10,25,box 400g,Sold Out,25.0,0.0,0.0,162500,173.8,45000,48.13,Spring,Spring,2023-11
B01776,P045,"Honeycomb, box 400g",Honey,Primary,Los Ulmos Apiary,2024-01-29,2026-01-28,25,box 400g,Sold Out,25.0,0.0,0.0,162500,173.8,45000,48.13,Summer,Summer,2024-01
B01777,P045,"Honeycomb, box 400g",Honey,Primary,Los Ulmos Apiary,2024-03-14,2026-03-14,25,box 400g,Sold Out,25.0,0.0,0.0,162500,173.8,45000,48.13,Autumn,Autumn,2024-03
B01778,P045,"Honeycomb, box 400g",Honey,Primary,Los Ulmos Apiary,2024-05-03,2026-05-03,23,box 400g,Partial Loss,22.75,0.25,1.1,147875,158.16,39775,42.54,Autumn,Autumn,2024-05
B01779,P045,"Honeycomb, box 400g",Honey,Primary,Los Ulmos Apiary,2024-06-24,2026-06-24,26,box 400g,Partial Loss,25.53,0.47,1.8,165945,177.48,43745,46.79,Winter,Winter,2024-06
B01780,P045,"Honeycomb, box 400g",Honey,Primary,Los Ulmos Apiary,2024-08-30,2026-08-30,27,box 400g,Partial Loss,26.08,0.92,3.4,169520,181.3,42620,45.58,Winter,Winter,2024-08
B01781,P045,"Honeycomb, box 400g",Honey,Primary,Los Ulmos Apiary,2024-10-28,2026-10-28,27,box 400g,Sold Out,27.0,0.0,0.0,175500,187.7,48600,51.98,Spring,Spring,2024-10
B01782,P045,"Honeycomb, box 400g",Honey,Primary,Los Ulmos Apiary,2024-12-28,2026-12-28,35,box 400g,Sold Out,35.0,0.0,0.0,227500,243.32,63000,67.38,Summer,Summer,2024-12
B01783,P045,"Honeycomb, box 400g",Honey,Primary,Los Ulmos Apiary,2025-02-18,2027-02-18,26,box 400g,Partial Loss,24.91,1.09,4.2,161915,173.17,39715,42.48,Summer,Summer,2025-02
B01784,P045,"Honeycomb, box 400g",Honey,Primary,Los Ulmos Apiary,2025-04-16,2027-04-16,26,box 400g,Partial Loss,25.19,0.81,3.1,163735,175.12,41535,44.42,Autumn,Autumn,2025-04
B01785,P045,"Honeycomb, box 400g",Honey,Primary,Los Ulmos Apiary,2025-06-09,2027-06-09,30,box 400g,Sold Out,30.0,0.0,0.0,195000,208.56,54000,57.75,Winter,Winter,2025-06
B01786,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2023-07-04,2023-12-31,18,kg,Sold Out,18.0,0.0,0.0,117000,125.13,31500,33.69,Winter,Winter,2023-07
B01787,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2023-07-22,2024-01-18,17,kg,Partial Loss,16.01,0.99,5.8,104065,111.3,23315,24.94,Winter,Winter,2023-07
B01788,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2023-08-12,2024-02-08,23,kg,Partial Loss,21.55,1.45,6.3,140075,149.81,30825,32.97,Winter,Winter,2023-08
B01789,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2023-09-04,2024-03-02,28,kg,Sold Out,28.0,0.0,0.0,182000,194.65,49000,52.41,Spring,Spring,2023-09
B01790,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2023-09-22,2024-03-20,22,kg,Sold Out,22.0,0.0,0.0,143000,152.94,38500,41.18,Spring,Spring,2023-09
B01791,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2023-10-09,2024-04-06,19,kg,Partial Loss,18.05,0.95,5.0,117325,125.48,27075,28.96,Spring,Spring,2023-10
B01792,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2023-11-01,2024-04-29,18,kg,Partial Loss,16.94,1.06,5.9,110110,117.76,24610,26.32,Spring,Spring,2023-11
B01793,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2023-11-22,2024-05-20,18,kg,Partial Loss,17.05,0.95,5.3,110825,118.53,25325,27.09,Spring,Spring,2023-11
B01794,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2023-12-09,2024-06-06,25,kg,Sold Out,25.0,0.0,0.0,162500,173.8,43750,46.79,Summer,Summer,2023-12
B01795,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2024-01-02,2024-06-30,18,kg,Partial Loss,16.4,1.6,8.9,106600,114.01,21100,22.57,Summer,Summer,2024-01
B01796,P046,Roasted salted peanuts,Peanuts,Backup,El Palomo Nuts,2024-01-26,2024-07-24,22,kg,Partial Loss,19.91,2.09,9.5,129415,138.41,17215,18.41,Summer,Summer,2024-01
B01797,P046,Roasted salted peanuts,Peanuts,Backup,El Palomo Nuts,2024-02-15,2024-08-13,17,kg,Partial Loss,15.3,1.7,10.0,99450,106.36,12750,13.64,Summer,Summer,2024-02
B01798,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2024-03-07,2024-09-03,21,kg,Sold Out,21.0,0.0,0.0,136500,145.99,36750,39.3,Autumn,Autumn,2024-03
B01799,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2024-03-26,2024-09-22,21,kg,Partial Loss,19.95,1.05,5.0,129675,138.69,29925,32.01,Autumn,Autumn,2024-03
B01800,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2024-04-09,2024-10-06,19,kg,Sold Out,19.0,0.0,0.0,123500,132.09,33250,35.56,Autumn,Autumn,2024-04
B01801,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2024-04-29,2024-10-26,17,kg,Partial Loss,16.42,0.58,3.4,106730,114.15,25980,27.79,Autumn,Autumn,2024-04
B01802,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2024-05-14,2024-11-10,21,kg,Sold Out,21.0,0.0,0.0,136500,145.99,36750,39.3,Autumn,Autumn,2024-05
B01803,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2024-06-09,2024-12-06,19,kg,Sold Out,19.0,0.0,0.0,123500,132.09,33250,35.56,Winter,Winter,2024-06
B01804,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2024-06-26,2024-12-23,20,kg,Partial Loss,18.88,1.12,5.6,122720,131.25,27720,29.65,Winter,Winter,2024-06
B01805,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2024-07-15,2025-01-11,19,kg,Partial Loss,18.28,0.72,3.8,118820,127.08,28570,30.56,Winter,Winter,2024-07
B01806,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2024-08-10,2025-02-06,19,kg,Sold Out,19.0,0.0,0.0,123500,132.09,33250,35.56,Winter,Winter,2024-08
B01807,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2024-09-04,2025-03-03,23,kg,Sold Out,23.0,0.0,0.0,149500,159.89,40250,43.05,Spring,Spring,2024-09
B01808,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2024-09-23,2025-03-22,29,kg,Partial Loss,27.2,1.8,6.2,176800,189.09,39050,41.76,Spring,Spring,2024-09
B01809,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2024-10-14,2025-04-12,19,kg,Sold Out,19.0,0.0,0.0,123500,132.09,33250,35.56,Spring,Spring,2024-10
B01810,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2024-11-01,2025-04-30,22,kg,Sold Out,22.0,0.0,0.0,143000,152.94,38500,41.18,Spring,Spring,2024-11
B01811,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2024-11-21,2025-05-20,18,kg,Partial Loss,16.65,1.35,7.5,108225,115.75,22725,24.3,Spring,Spring,2024-11
B01812,P046,Roasted salted peanuts,Peanuts,Backup,El Palomo Nuts,2024-12-11,2025-06-09,24,kg,Sold Out,24.0,0.0,0.0,156000,166.84,33600,35.94,Summer,Summer,2024-12
B01813,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2024-12-28,2025-06-26,27,kg,Sold Out,27.0,0.0,0.0,175500,187.7,47250,50.53,Summer,Summer,2024-12
B01814,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2025-01-21,2025-07-20,23,kg,Sold Out,23.0,0.0,0.0,149500,159.89,40250,43.05,Summer,Summer,2025-01
B01815,P046,Roasted salted peanuts,Peanuts,Primary,Maipo Nuts Ltd.,2025-02-07,2025-08-06,21,kg,Sold Out,21.0,0.0,0.0,136500,145.99,36750,39.3,Summer,Summer,2025-02
